game_id,tournament_name,division_name,level_name,date,location_name,location,home_team,away_team,home_score,away_score,status
#4314,E.H.L.,Moins de 15 ans,B,2026-01-05 20:00,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",CANUCKS COTE-ST-LUC,DIABLES M.R.O.,0,6,Completed
#5054,E.H.L.,Moins de 18 ans,A,2026-01-05 20:30,OUTREMONT,"OUTREMONT, 999 Av. McEachran",DEVILS M.R.O.,KNIGHTS M.W.H.,2,1,Completed
#3031,E.H.L.,Moins de 13 ans,A,2026-01-06 19:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",RAPIDES LACHINE,CANUCKS  COTE-ST-LUC,1,3,Completed
#3390,E.H.L.,Moins de 13 ans,B,2026-01-06 19:30,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",RED CANUCKS COTE-ST-LUC,KNIGHTS M.W.H.,8,3,Completed
#4365,E.H.L.,Moins de 15 ans,B,2026-01-06 20:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",RAPIDES LACHINE,BULLDOGS VERDUN,9,0,Completed
#5060,E.H.L.,Moins de 18 ans,A,2026-01-06 21:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",RAPIDES LACHINE,MOHAWKS KAHNAWAKE,3,0,Completed
#4050,E.H.L.,Moins de 15 ans,A,2026-01-07 20:00,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",CANUCKS COTE-ST-LUC,RAPIDES LACHINE,2,1,Completed
#5079,E.H.L.,Moins de 18 ans,A,2026-01-25 17:00,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",SPARTANS ST-LAURENT,CANUCKS COTE-ST-LUC,0,2,Completed
#5097,E.H.L.,Moins de 18 ans,A,2025-12-04 21:00,DENIS-SAVARD,"DENIS-SAVARD, 4110 Boul. LaSalle",LEAFS VERDUN,KNIGHTS M.W.H.,4,1,Completed
#5354,E.H.L.,Moins de 18 ans,B,2026-02-09 21:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",PUMAS LASALLE,CANUCKS COTE-ST-LUC,3,3,Completed
#5307,E.H.L.,Moins de 18 ans,B,2026-01-08 20:00,DENIS-SAVARD,"DENIS-SAVARD, 4110 Boul. LaSalle",BULLDOGS VERDUN,GLADIATORS ST-LAURENT,1,1,Completed
#5096,E.H.L.,Moins de 18 ans,A,2026-01-08 21:00,DENIS-SAVARD,"DENIS-SAVARD, 4110 Boul. LaSalle",LEAFS VERDUN,JAGUARS LASALLE,4,3,Completed
#3394,E.H.L.,Moins de 13 ans,B,2026-01-09 19:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",TRAPPEURS LACHINE,BULLDOGS VERDUN,0,0,Completed
#5319,E.H.L.,Moins de 18 ans,B,2026-01-09 21:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",RAPIDES LACHINE,KNIGHTS M.W.H.,2,1,Completed
#4071,E.H.L.,Moins de 15 ans,A,2026-01-10 14:00,COMPLEXE SPORTIF DE KAHNAWAKE,"COMPLEXE SPORTIF DE KAHNAWAKE, QC-138",MOHAWKS KAHNAWAKE,LEAFS VERDUN,1,1,Completed
#3024,E.H.L.,Moins de 13 ans,A,2026-01-10 15:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",LIONS LASALLE,WINGS WESTMOUNT,6,1,Completed
#3397,E.H.L.,Moins de 13 ans,B,2026-01-10 14:00,MOLSON,"MOLSON, 4675 Rue Sainte-Catherine",WINGS WESTMOUNT,RAPIDES LACHINE,2,2,Completed
#5402,E.H.L.,Moins de 18 ans,B,2026-01-10 15:00,COMPLEXE SPORTIF DE KAHNAWAKE,"COMPLEXE SPORTIF DE KAHNAWAKE, QC-138",MOHAWKS KAHNAWAKE,TRAPPEURS LACHINE,3,1,Completed
#5008,E.H.L.,Moins de 18 ans,A,2026-01-10 16:00,COMPLEXE SPORTIF DE KAHNAWAKE,"COMPLEXE SPORTIF DE KAHNAWAKE, QC-138",MOHAWKS KAHNAWAKE,LEAFS VERDUN,4,7,Completed
#5310,E.H.L.,Moins de 18 ans,B,2026-01-10 17:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",PANTHERES LASALLE,DEVILS M.R.O.,3,2,Completed
#4075,E.H.L.,Moins de 15 ans,A,2026-01-10 15:00,MOLSON,"MOLSON, 4675 Rue Sainte-Catherine",WINGS WESTMOUNT,LIONS LASALLE,0,3,Completed
#5025,E.H.L.,Moins de 18 ans,A,2026-01-14 20:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",LIONS LASALLE,WINGS WESTMOUNT,4,3,Completed
#3649,E.H.L.,Moins de 13 ans,C,2026-01-10 17:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",CASTORS LACHINE,COYOTES VERDUN,1,1,Completed
#5369,E.H.L.,Moins de 18 ans,B,2026-01-10 20:30,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DIABLES M.R.O.,PUMAS LASALLE,4,4,Completed
#3352,E.H.L.,Moins de 13 ans,B,2026-01-11 10:00,OUTREMONT,"OUTREMONT, 999 Av. McEachran",DIABLES M.R.O.,RAPIDES LACHINE,3,1,Completed
#3367,E.H.L.,Moins de 13 ans,B,2026-01-11 11:00,OUTREMONT,"OUTREMONT, 999 Av. McEachran",DEVILS M.R.O.,TRAPPEURS LACHINE,3,1,Completed
#3642,E.H.L.,Moins de 13 ans,C,2026-01-11 14:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",LYNX LASALLE,DIABLES M.R.O.,5,1,Completed
#4084,E.H.L.,Moins de 15 ans,A,2026-01-11 15:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",LIONS LASALLE,CANUCKS COTE-ST-LUC,5,1,Completed
#5349,E.H.L.,Moins de 18 ans,B,2026-01-11 17:30,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",PUMAS LASALLE,RAPIDES LACHINE,2,5,Completed
#3095,E.H.L.,Moins de 13 ans,A,2026-02-01 14:00,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",KNIGHTS M.W.H.,CANUCKS  COTE-ST-LUC,0,5,Completed
#3066,E.H.L.,Moins de 13 ans,A,2026-01-11 17:00,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DEVILS M.R.O.,LIONS LASALLE,1,7,Completed
#5314,E.H.L.,Moins de 18 ans,B,2026-01-11 18:00,MOLSON,"MOLSON, 4675 Rue Sainte-Catherine",WINGS WESTMOUNT,DIABLES M.R.O.,1,2,Completed
#3644,E.H.L.,Moins de 13 ans,C,2026-01-11 18:00,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",CANUCKS COTE-ST-LUC,CASTORS LACHINE,5,4,Completed
#4374,E.H.L.,Moins de 15 ans,B,2026-01-11 18:00,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DIABLES M.R.O.,RAPIDES LACHINE,3,3,Completed
#5087,E.H.L.,Moins de 18 ans,A,2026-01-11 17:00,MOLSON,"MOLSON, 4675 Rue Sainte-Catherine",WINGS WESTMOUNT,JAGUARS LASALLE,3,3,Completed
#3345,E.H.L.,Moins de 13 ans,B,2026-01-11 19:00,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",RED CANUCKS COTE-ST-LUC,PANTHERES LASALLE,3,5,Completed
#4306,E.H.L.,Moins de 15 ans,B,2026-01-11 19:00,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DEVILS M.R.O.,BULLDOGS VERDUN,11,2,Completed
#5355,E.H.L.,Moins de 18 ans,B,2026-02-09 21:00,LEGION MEMORIAL RINK,"LEGION MEMORIAL RINK, 220 Av. Bedbrook",KNIGHTS M.W.H.,MOHAWKS KAHNAWAKE,3,1,Completed
#5047,E.H.L.,Moins de 18 ans,A,2026-02-03 20:00,LEGION MEMORIAL RINK,"LEGION MEMORIAL RINK, 220 Av. Bedbrook",KNIGHTS M.W.H.,DEVILS M.R.O.,4,2,Completed
#5082,E.H.L.,Moins de 18 ans,A,2026-02-13 20:30,LEGION MEMORIAL RINK,"LEGION MEMORIAL RINK, 220 Av. Bedbrook",KNIGHTS M.W.H.,SPARTANS ST-LAURENT,1,2,Completed
#3641,E.H.L.,Moins de 13 ans,C,2026-01-12 19:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",CASTORS LACHINE,DEVILS M.R.O.,1,2,Completed
#3603,E.H.L.,Moins de 13 ans,C,2026-01-13 19:30,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",CANUCKS COTE-ST-LUC,DIABLES M.R.O.,3,2,Completed
#5027,E.H.L.,Moins de 18 ans,A,2025-12-21 21:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",RAPIDES LACHINE,JAGUARS LASALLE,2,0,Completed
#4006,E.H.L.,Moins de 15 ans,A,2026-01-14 20:00,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",CANUCKS COTE-ST-LUC,MOHAWKS KAHNAWAKE,2,2,Completed
#5302,E.H.L.,Moins de 18 ans,B,2026-01-14 21:00,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",CANUCKS COTE-ST-LUC,WARRIORS ST-LAURENT,2,2,Completed
#5415,E.H.L.,Moins de 18 ans,B,2026-01-14 21:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",PANTHERES LASALLE,RAPIDES LACHINE,1,2,Completed
#4039,E.H.L.,Moins de 15 ans,A,2026-01-15 19:00,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DEVILS M.R.O.,WINGS WESTMOUNT,3,0,Completed
#4348,E.H.L.,Moins de 15 ans,B,2026-01-15 20:00,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",CANUCKS COTE-ST-LUC,BULLDOGS VERDUN,6,2,Completed
#3610,E.H.L.,Moins de 13 ans,C,2026-02-07 14:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",LYNX LASALLE,COYOTES VERDUN,2,5,Completed
#3334,E.H.L.,Moins de 13 ans,B,2026-02-09 19:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",PANTHERES LASALLE,RAPIDES LACHINE,2,1,Completed
#3057,E.H.L.,Moins de 13 ans,A,2026-01-17 15:00,MOLSON,"MOLSON, 4675 Rue Sainte-Catherine",WINGS WESTMOUNT,LEAFS VERDUN,7,3,Completed
#4037,E.H.L.,Moins de 15 ans,A,2026-01-17 12:00,COMPLEXE SPORTIF DE KAHNAWAKE,"COMPLEXE SPORTIF DE KAHNAWAKE, QC-138",MOHAWKS KAHNAWAKE,LIONS LASALLE,0,2,Completed
#5306,E.H.L.,Moins de 18 ans,B,2026-01-17 17:30,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",PUMAS LASALLE,BULLDOGS VERDUN,3,5,Completed
#5043,E.H.L.,Moins de 18 ans,A,2026-01-17 18:30,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",JAGUARS LASALLE,DEVILS M.R.O.,1,3,Completed
#5345,E.H.L.,Moins de 18 ans,B,2026-01-17 20:30,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DEVILS M.R.O.,MOHAWKS KAHNAWAKE,2,1,Completed
#3645,E.H.L.,Moins de 13 ans,C,2026-01-18 10:00,OUTREMONT,"OUTREMONT, 999 Av. McEachran",DIABLES M.R.O.,CANUCKS COTE-ST-LUC,3,4,Completed
#3411,E.H.L.,Moins de 13 ans,B,2026-02-18 20:00,OUTREMONT,"OUTREMONT, 999 Av. McEachran",DIABLES M.R.O.,RED CANUCKS COTE-ST-LUC,,,Initialized
#3100,E.H.L.,Moins de 13 ans,A,2025-12-07 16:30,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",KNIGHTS M.W.H.,LIONS LASALLE,1,2,Completed
#5392,E.H.L.,Moins de 18 ans,B,2026-01-18 17:00,MOLSON,"MOLSON, 4675 Rue Sainte-Catherine",WINGS WESTMOUNT,DEVILS M.R.O.,1,5,Completed
#4316,E.H.L.,Moins de 15 ans,B,2026-01-18 18:00,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DEVILS M.R.O.,CANUCKS COTE-ST-LUC,3,2,Completed
#5017,E.H.L.,Moins de 18 ans,A,2026-01-18 18:00,MOLSON,"MOLSON, 4675 Rue Sainte-Catherine",WINGS WESTMOUNT,CANUCKS COTE-ST-LUC,3,4,Completed
#3409,E.H.L.,Moins de 13 ans,B,2026-01-18 19:00,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",WHITE CANUCKS COTE-ST-LUC,DEVILS M.R.O.,0,5,Completed
#4331,E.H.L.,Moins de 15 ans,B,2026-01-18 19:00,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DIABLES M.R.O.,PANTHERES LASALLE,2,1,Completed
#5407,E.H.L.,Moins de 18 ans,B,2026-02-02 20:00,LEGION MEMORIAL RINK,"LEGION MEMORIAL RINK, 220 Av. Bedbrook",KNIGHTS M.W.H.,PANTHERES LASALLE,3,5,Completed
#3009,E.H.L.,Moins de 13 ans,A,2026-01-18 20:00,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",CANUCKS  COTE-ST-LUC,DEVILS M.R.O.,3,0,Completed
#5099,E.H.L.,Moins de 18 ans,A,2026-02-02 21:00,LEGION MEMORIAL RINK,"LEGION MEMORIAL RINK, 220 Av. Bedbrook",KNIGHTS M.W.H.,RAPIDES LACHINE,0,1,Completed
#5046,E.H.L.,Moins de 18 ans,A,2026-01-19 20:30,OUTREMONT,"OUTREMONT, 999 Av. McEachran",DEVILS M.R.O.,RAPIDES LACHINE,1,3,Completed
#3357,E.H.L.,Moins de 13 ans,B,2026-01-20 19:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",RAPIDES LACHINE,PANTHERES LASALLE,2,3,Completed
#3039,E.H.L.,Moins de 13 ans,A,2026-02-09 19:00,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",CANUCKS  COTE-ST-LUC,LEAFS VERDUN,2,2,Completed
#4360,E.H.L.,Moins de 15 ans,B,2026-01-20 20:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",RAPIDES LACHINE,CANUCKS COTE-ST-LUC,2,0,Completed
#5398,E.H.L.,Moins de 18 ans,B,2026-01-20 21:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",TRAPPEURS LACHINE,BULLDOGS VERDUN,5,2,Completed
#4038,E.H.L.,Moins de 15 ans,A,2026-01-21 20:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",LIONS LASALLE,RAPIDES LACHINE,1,1,Completed
#4083,E.H.L.,Moins de 15 ans,A,2026-01-21 20:00,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",CANUCKS COTE-ST-LUC,LEAFS VERDUN,2,0,Completed
#5024,E.H.L.,Moins de 18 ans,A,2026-01-21 21:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",JAGUARS LASALLE,MOHAWKS KAHNAWAKE,2,3,Completed
#5048,E.H.L.,Moins de 18 ans,A,2026-01-21 21:00,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",CANUCKS COTE-ST-LUC,LEAFS VERDUN,2,2,Completed
#3343,E.H.L.,Moins de 13 ans,B,2026-02-11 18:00,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",RED CANUCKS COTE-ST-LUC,WHITE CANUCKS COTE-ST-LUC,0,3,Completed
#5377,E.H.L.,Moins de 18 ans,B,2026-02-03 19:00,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",GLADIATORS ST-LAURENT,PUMAS LASALLE,4,1,Completed
#5309,E.H.L.,Moins de 18 ans,B,2026-01-23 21:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",RAPIDES LACHINE,MOHAWKS KAHNAWAKE,4,2,Completed
#4056,E.H.L.,Moins de 15 ans,A,2026-01-24 14:00,COMPLEXE SPORTIF DE KAHNAWAKE,"COMPLEXE SPORTIF DE KAHNAWAKE, QC-138",MOHAWKS KAHNAWAKE,SPARTANS ST-LAURENT,2,1,Completed
#3359,E.H.L.,Moins de 13 ans,B,2026-01-24 15:00,MOLSON,"MOLSON, 4675 Rue Sainte-Catherine",WINGS WESTMOUNT,WARRIORS ST-LAURENT,1,7,Completed
#5411,E.H.L.,Moins de 18 ans,B,2026-03-01 12:00,COMPLEXE SPORTIF DE KAHNAWAKE,"COMPLEXE SPORTIF DE KAHNAWAKE, QC-138",MOHAWKS KAHNAWAKE,PANTHERES LASALLE,,,Initialized
#3098,E.H.L.,Moins de 13 ans,A,2026-01-22 18:30,MOLSON,"MOLSON, 4675 Rue Sainte-Catherine",WINGS WESTMOUNT,SPARTANS ST-LAURENT,3,3,Completed
#4361,E.H.L.,Moins de 15 ans,B,2026-01-24 17:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",PANTHERES LASALLE,DEVILS M.R.O.,1,1,Completed
#5009,E.H.L.,Moins de 18 ans,A,2026-01-24 16:00,COMPLEXE SPORTIF DE KAHNAWAKE,"COMPLEXE SPORTIF DE KAHNAWAKE, QC-138",MOHAWKS KAHNAWAKE,SPARTANS ST-LAURENT,0,1,Completed
#5363,E.H.L.,Moins de 18 ans,B,2025-12-07 19:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",PUMAS LASALLE,DIABLES M.R.O.,1,1,Completed
#3666,E.H.L.,Moins de 13 ans,C,2025-12-20 09:30,BRÉBEUF,"BRÉBEUF, 5635 Av. Decelles",DIABLES M.R.O.,COYOTES VERDUN,1,1,Completed
#4322,E.H.L.,Moins de 15 ans,B,2026-01-24 18:30,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",WARRIORS ST-LAURENT,BULLDOGS VERDUN,9,1,Completed
#3008,E.H.L.,Moins de 13 ans,A,2026-01-24 18:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",RAPIDES LACHINE,DIABLES M.R.O.,1,0,Completed
#3650,E.H.L.,Moins de 13 ans,C,2026-02-18 19:00,OUTREMONT,"OUTREMONT, 999 Av. McEachran",DIABLES M.R.O.,CASTORS LACHINE,,,Initialized
#3364,E.H.L.,Moins de 13 ans,B,2026-02-14 09:30,BRÉBEUF,"BRÉBEUF, 5635 Av. Decelles",DEVILS M.R.O.,RAPIDES LACHINE,1,0,Completed
#5039,E.H.L.,Moins de 18 ans,A,2025-11-12 21:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",LIONS LASALLE,WINGS WESTMOUNT,2,1,Completed
#3049,E.H.L.,Moins de 13 ans,A,2026-01-25 17:00,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DIABLES M.R.O.,LIONS LASALLE,0,8,Completed
#4049,E.H.L.,Moins de 15 ans,A,2026-01-20 19:30,DESMARAIS,"DESMARAIS, 4675 Rue Sainte-Catherine",WINGS WESTMOUNT,CANUCKS COTE-ST-LUC,1,5,Completed
#3035,E.H.L.,Moins de 13 ans,A,2026-01-25 18:00,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",SPARTANS ST-LAURENT,RAPIDES LACHINE,3,3,Completed
#3615,E.H.L.,Moins de 13 ans,C,2026-01-25 18:00,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",CANUCKS COTE-ST-LUC,LYNX LASALLE,3,2,Completed
#4319,E.H.L.,Moins de 15 ans,B,2026-01-25 18:00,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DEVILS M.R.O.,WARRIORS ST-LAURENT,1,2,Completed
#5011,E.H.L.,Moins de 18 ans,A,2026-01-25 18:00,MOLSON,"MOLSON, 4675 Rue Sainte-Catherine",WINGS WESTMOUNT,DEVILS M.R.O.,1,1,Completed
#3305,E.H.L.,Moins de 13 ans,B,2026-02-13 20:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",TRAPPEURS LACHINE,RED CANUCKS COTE-ST-LUC,4,1,Completed
#3319,E.H.L.,Moins de 13 ans,B,2026-01-25 19:00,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",WHITE CANUCKS COTE-ST-LUC,BULLDOGS VERDUN,0,5,Completed
#4065,E.H.L.,Moins de 15 ans,A,2026-01-25 19:00,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",SPARTANS ST-LAURENT,LEAFS VERDUN,1,1,Completed
#5342,E.H.L.,Moins de 18 ans,B,2026-01-25 19:00,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DEVILS M.R.O.,CANUCKS COTE-ST-LUC,2,1,Completed
#5390,E.H.L.,Moins de 18 ans,B,2026-01-24 16:00,MOLSON,"MOLSON, 4675 Rue Sainte-Catherine",KNIGHTS M.W.H.,WINGS WESTMOUNT,3,2,Completed
#3085,E.H.L.,Moins de 13 ans,A,2026-02-19 20:00,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",CANUCKS  COTE-ST-LUC,WINGS WESTMOUNT,,,Initialized
#5045,E.H.L.,Moins de 18 ans,A,2026-02-17 20:00,LEGION MEMORIAL RINK,"LEGION MEMORIAL RINK, 220 Av. Bedbrook",KNIGHTS M.W.H.,RAPIDES LACHINE,,,Initialized
#5004,E.H.L.,Moins de 18 ans,A,2026-01-26 20:30,OUTREMONT,"OUTREMONT, 999 Av. McEachran",DEVILS M.R.O.,SPARTANS ST-LAURENT,2,2,Completed
#3073,E.H.L.,Moins de 13 ans,A,2026-01-27 19:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",RAPIDES LACHINE,DEVILS M.R.O.,0,2,Completed
#3342,E.H.L.,Moins de 13 ans,B,2026-01-27 19:30,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",WHITE CANUCKS COTE-ST-LUC,TRAPPEURS LACHINE,1,1,Completed
#4376,E.H.L.,Moins de 15 ans,B,2026-01-27 20:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",RAPIDES LACHINE,PANTHERES LASALLE,1,5,Completed
#4346,E.H.L.,Moins de 15 ans,B,2026-02-08 12:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",PANTHERES LASALLE,CANUCKS COTE-ST-LUC,,,Forfeit
#5071,E.H.L.,Moins de 18 ans,A,2026-01-28 20:30,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",SPARTANS ST-LAURENT,KNIGHTS M.W.H.,4,1,Completed
#5028,E.H.L.,Moins de 18 ans,A,2026-01-29 20:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",LIONS LASALLE,JAGUARS LASALLE,2,2,Completed
#5051,E.H.L.,Moins de 18 ans,A,2026-01-28 21:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",LIONS LASALLE,MOHAWKS KAHNAWAKE,0,2,Completed
#3046,E.H.L.,Moins de 13 ans,A,2026-01-29 19:00,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DIABLES M.R.O.,CANUCKS  COTE-ST-LUC,2,2,Completed
#5422,E.H.L.,Moins de 18 ans,B,2026-01-29 20:00,DENIS-SAVARD,"DENIS-SAVARD, 4110 Boul. LaSalle",BULLDOGS VERDUN,TRAPPEURS LACHINE,4,5,Completed
#5063,E.H.L.,Moins de 18 ans,A,2026-02-10 21:00,DENIS-SAVARD,"DENIS-SAVARD, 4110 Boul. LaSalle",LEAFS VERDUN,CANUCKS COTE-ST-LUC,0,4,Completed
#5366,E.H.L.,Moins de 18 ans,B,2026-01-26 21:00,SAMUEL MOSKOVITCH,"SAMUEL MOSKOVITCH, 6985 Chemin Mackle",CANUCKS COTE-ST-LUC,PANTHERES LASALLE,3,1,Completed
#3328,E.H.L.,Moins de 13 ans,B,2026-01-30 19:00,VILLE MONT-ROYAL,"VILLE MONT-ROYAL, 1050 Chemin de Dunkirk",DEVILS M.R.O.,RED CANUCKS COTE-ST-LUC,6,0,Completed
#4028,E.H.L.,Moins de 15 ans,A,2026-01-30 19:30,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",SPARTANS ST-LAURENT,DEVILS M.R.O.,2,1,Completed
#5371,E.H.L.,Moins de 18 ans,B,2026-01-30 20:30,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",GLADIATORS ST-LAURENT,WARRIORS ST-LAURENT,0,5,Completed
#5367,E.H.L.,Moins de 18 ans,B,2026-01-30 20:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",RAPIDES LACHINE,DIABLES M.R.O.,3,1,Completed
#3307,E.H.L.,Moins de 13 ans,B,2026-01-31 14:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",PANTHERES LASALLE,DIABLES M.R.O.,1,1,Completed
#4005,E.H.L.,Moins de 15 ans,A,2026-02-14 16:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",LIONS LASALLE,LEAFS VERDUN,7,0,Completed
#3038,E.H.L.,Moins de 13 ans,A,2026-01-31 16:00,MOLSON,"MOLSON, 4675 Rue Sainte-Catherine",WINGS WESTMOUNT,KNIGHTS M.W.H.,4,1,Completed
#4055,E.H.L.,Moins de 15 ans,A,2026-01-31 17:00,MOLSON,"MOLSON, 4675 Rue Sainte-Catherine",WINGS WESTMOUNT,RAPIDES LACHINE,1,1,Completed
#5090,E.H.L.,Moins de 18 ans,A,2026-01-31 17:00,JACQUES-LEMAIRE,"JACQUES-LEMAIRE, 8681 Boul. Champlain",JAGUARS LASALLE,LIONS LASALLE,0,3,Completed
#3669,E.H.L.,Moins de 13 ans,C,2026-01-31 17:30,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",TITANS ST-LAURENT,COYOTES VERDUN,2,2,Completed
#3413,E.H.L.,Moins de 13 ans,B,2026-02-19 19:00,RAYMOND BOURQUE 1,"RAYMOND BOURQUE 1, 2345 Boul. Thimens",WARRIORS ST-LAURENT,RAPIDES LACHINE,,,Initialized
#3657,E.H.L.,Moins de 13 ans,C,2026-01-31 19:00,PETE MORIN,"PETE MORIN, 1925 Rue Saint-Antoine",CASTORS LACHINE,LYNX LASALLE,3,3,Completed
